platform,timestamp,asset,fiat,price,min_amount,max_amount,available_amount,trade_type,country_code,payment_methods,advertiser_name,completion_rate,order_count,ad_id,premium_pct,official_rate,collection_id
binance,2025-07-30T00:22:55.289568Z,USDT,VES,166.05,1500.0,34362.0,207.0,SELL,VE,"[""Banesco"", ""Pago Movil""]",Geral670,0.927,176,12781126253919674368,,,collection_20250730_022245
binance,2025-07-30T00:22:55.289568Z,USDT,VES,166.03,25000.0,196923.0,1186.07,SELL,VE,"[""Provincial"", ""BBVA""]",PAGOSYAAA,0.942,1401,12779840265706835968,,,collection_20250730_022245
binance,2025-07-30T00:22:55.289568Z,USDT,VES,166.03,4800.0,4809.0,100.0,SELL,VE,"[""Banesco""]",Criptos_mcy,0.917,419,12754939878713921536,,,collection_20250730_022245
binance,2025-07-30T00:22:55.289568Z,USDT,VES,166.01,20000.0,365580.0,2202.16,SELL,VE,"[""Banesco"", ""BNC Banco Nacional de Cr\u00e9dito"", ""Bancamiga"", ""Mercantil"", ""Provincial""]",panchofranco1,0.964,2647,12764675007341133824,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.01,5000.0,5257.0,31.67,SELL,VE,"[""Transfers with specific bank"", ""Bank Transfer""]",rapides1540,0.998,2153,12752690148021927936,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.01,2000.0,16669.0,100.41,SELL,VE,"[""Banesco""]",JEFFERVELOZ,0.966,334,12781335720892895232,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.01,1000.0,70929.0,427.26,SELL,VE,"[""Banesco""]",DPM1420,0.994,1724,12725340342219198464,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.001,20000.0,864382.0,5207.09,SELL,VE,"[""Transfers with specific bank"", ""Bank Transfer""]",ShopxD,1.0,2915,12716833896160571392,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.001,10000.0,88002.0,530.13,SELL,VE,"[""Bancamiga""]",ed_041,0.983,796,12770982282853888000,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.001,31300.0,31324.0,188.7,SELL,VE,"[""Banesco""]",InvCapital,1.0,604,12761590172325945344,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.001,300.0,16887.0,101.73,SELL,VE,"[""Banesco""]",argianny,1.0,2575,12765860720947933184,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.001,400.0,114900.0,692.17,SELL,VE,"[""Mercantil""]",CriptoTrader,0.998,726,12780300970121793536,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,5000.0,7338.0,44.21,SELL,VE,"[""Bank Transfer""]",P2P-5b4d3ajo,0.667,8,12783641144106000384,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,8000.0,228545.0,1376.78,SELL,VE,"[""Transfers with specific bank""]",P2P-892ca1dl,0.958,134,12783544597549273088,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,5000.0,10000.0,121.69,SELL,VE,"[""Banesco""]",P2P-bba32cu3,0.905,19,12783646874611122176,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,30000.0,498000.0,3000.0,SELL,VE,"[""Banesco""]",telocambiove,1.0,79,12783647807022268416,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,10000.0,20766.0,125.1,SELL,VE,"[""Bank Transfer"", ""Bancamiga""]",P2P-94f938so,0.958,748,12778026786910322688,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,3320.0,215705.0,1299.43,SELL,VE,"[""Banesco""]",Neiker-Exchange,0.961,488,12783651346100674560,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,40000.0,338972.0,2042.0,SELL,VE,"[""BNC Banco Nacional de Cr\u00e9dito""]",Fast-changes_,0.944,118,12750870631063552000,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,4000.0,50000.0,342.67,SELL,VE,"[""Bank Transfer"", ""Transfers with specific bank""]",mgjc29,1.0,108,12783586840386719744,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,10000.0,115267.0,694.38,SELL,VE,"[""Mercantil""]",P2P-778875zg,1.0,16,12783666009328381952,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,4000.0,53128.0,320.05,SELL,VE,"[""Mercantil""]",jc_oro1,0.968,209,12783296841587949568,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,5000.0,33200.0,200.0,SELL,VE,"[""Banesco"", ""Mercantil""]",Nabasdb,0.882,134,12782519377844940800,,,collection_20250730_022245
binance,2025-07-30T00:22:56.313155Z,USDT,VES,166.0,5000.0,101558.0,611.8,SELL,VE,"[""Banesco""]",P2P-16777fpf,0.985,65,12783556323011928064,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,166.0,10000.0,17058.0,102.76,SELL,VE,"[""Mercantil""]",leosolox,0.998,5703,12778761343863787520,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,166.0,7000.0,65000.0,3500.0,SELL,VE,"[""Banplus"", ""Banesco""]",compro333,0.993,398,12766169808642879488,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,166.0,5000.0,16600.0,100.0,SELL,VE,"[""Banesco""]",jhonnysanti,0.904,28,12783664658858442752,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.999,8000.0,100000.0,2343.38,SELL,VE,"[""Bank Transfer""]",norispatricia,0.974,182,12774797774170640384,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.975,16500.0,1400000.0,16672.59,SELL,VE,"[""Transfers with specific bank""]",jcarlosr88,0.981,453,12783336238388449280,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.94,10000.0,201119.0,1212.0,SELL,VE,"[""Banesco""]",ChicoMarciano,0.989,908,12729611483994787840,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.94,320.0,16617.0,100.14,SELL,VE,"[""Banesco""]",P2P-c22ea6uf,1.0,201,12768836776027660288,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.935,320.0,29828.0,179.76,SELL,VE,"[""Banesco""]",INVERSIONES_AM_VZLA,0.989,606,12781138169861718016,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.932,4000.0,333093.0,2007.41,SELL,VE,"[""Bancamiga""]",Yesucristo,0.999,1893,12732458246301167616,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.93,50000.0,82965.0,500.0,SELL,VE,"[""Bank Transfer"", ""Transfers with specific bank""]",TransFi-Now,0.988,82,12783580414472396800,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.921,300.0,35900.0,216.37,SELL,VE,"[""Banesco""]",ElielWar,0.997,318,12674976388812804096,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.92,320.0,98003.0,590.67,SELL,VE,"[""Banesco""]",luiggiTrader,0.997,2717,12766708983395266560,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.918,350.0,15241.0,91.86,SELL,VE,"[""Banesco""]",Capital_Bloom,0.989,1292,12777053576891670528,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.915,3320.0,6640.0,48.19,SELL,VE,"[""Bancamiga""]",rosendomx,1.0,145,12783620999188824064,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.912,320.0,20000.0,754.0,SELL,VE,"[""Banesco""]",CambioRapidoLM,0.974,74,12760759970958778368,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.9,20000.0,456906.0,2879.45,SELL,VE,"[""BNC Banco Nacional de Cr\u00e9dito""]",pr0isak,0.952,986,12767194576968515584,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.9,300.0,4700.0,100.0,SELL,VE,"[""Banesco""]",MonedaExpress_Vzla,0.982,104,12783646797570215936,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.899,800.0,33100.0,200.0,SELL,VE,"[""Banesco""]",Angelina2308,0.953,20,12768404054632280064,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.895,1999.0,100000.0,625.0,SELL,VE,"[""Transfers with specific bank"", ""Bank Transfer""]",Molina_JP,0.996,3088,12776827657960247296,,,collection_20250730_022245
binance,2025-07-30T00:22:57.293198Z,USDT,VES,165.89,10000.0,60000.0,1000.0,SELL,VE,"[""Mercantil"", ""Banesco"", ""BNC Banco Nacional de Cr\u00e9dito""]",Rapidfuturo,0.966,196,12734341925662257152,,,collection_20250730_022245
